liwc_posemo,liwc_negemo,liwc_anxiety,liwc_anger,liwc_sadness,liwc_cogproc,liwc_tentativeness,liwc_self_focus,liwc_social,liwc_work,liwc_time_pressure,liwc_somatic,liwc_coping
0.0,7.04,4.23,0.0,2.82,16.9,2.82,8.45,2.82,0.0,8.45,0.0,0.3525
1.21,7.88,3.03,1.82,0.61,7.27,0.0,7.88,9.09,0.61,6.67,0.61,0.15250000000000002
1.92,4.81,1.92,1.92,0.0,19.23,4.81,11.54,3.85,0.0,8.65,0.0,0.48
0.95,2.86,0.95,0.0,0.0,11.43,1.9,11.43,0.95,2.86,13.33,0.0,0.9525
2.24,5.97,1.49,2.99,0.0,17.16,3.73,7.46,7.46,2.99,8.96,0.75,-0.56
0.89,8.93,2.68,0.89,0.89,19.64,5.36,7.14,7.14,1.79,5.36,0.445,-0.22500000000000003
1.9,6.67,2.86,2.86,0.0,13.33,4.76,8.57,6.67,3.81,9.52,0.0,0.0
0.0,6.9,3.45,0.86,0.0,25.0,4.31,8.62,5.17,2.59,5.17,0.86,0.21500000000000002
0.0,4.94,1.23,1.23,1.23,25.93,19.75,8.64,2.47,1.23,8.64,1.23,0.31000000000000005
2.48,2.48,0.0,0.83,0.0,29.75,15.7,11.57,0.83,3.31,5.79,0.83,0.62
1.21,4.24,0.0,1.21,0.0,12.12,0.61,9.09,2.42,2.42,10.91,2.7249999999999996,0.3025
0.83,6.67,0.0,0.83,0.0,19.17,5.83,10.0,1.67,2.5,6.67,5.0,0.21
1.49,2.97,0.5,1.49,0.0,17.82,5.94,7.92,6.44,3.96,12.38,0.5,0.6199999999999999
0.0,2.56,0.0,0.0,0.0,12.82,0.0,12.82,0.0,0.0,7.69,2.56,0.0
0.81,4.03,0.0,0.0,0.0,10.48,0.81,10.48,1.61,5.65,12.1,4.03,1.0075
1.75,1.75,0.0,0.0,0.0,19.3,12.28,5.26,1.75,1.75,14.04,0.0,0.43999999999999995
0.0,4.03,0.0,0.81,0.81,15.32,2.42,11.29,2.42,1.61,8.06,0.81,0.0
0.87,6.09,2.61,0.0,0.0,10.43,1.74,7.83,6.09,4.35,9.57,1.74,1.9575
2.04,3.57,1.02,0.0,0.51,10.2,1.53,7.65,2.04,3.06,11.73,2.04,1.275
1.49,1.49,0.0,0.0,0.75,10.45,0.75,11.19,0.75,2.99,12.69,0.75,0.7475
0.0,2.78,2.78,0.0,0.0,12.96,3.7,10.19,2.78,2.78,12.96,0.0,0.6950000000000001
1.72,0.0,0.0,0.0,0.0,5.17,0.0,10.34,5.17,0.0,12.07,0.0,0.86
1.53,1.53,0.0,0.0,0.76,11.45,1.53,9.92,0.0,0.76,10.69,3.055,0.3825
2.42,2.42,0.81,0.0,0.81,12.1,1.61,9.68,1.61,2.42,12.1,0.805,1.4125
5.1,2.04,0.0,0.0,0.0,10.2,2.04,9.18,0.0,2.04,14.29,3.0599999999999996,0.51
5.77,1.92,0.0,0.0,0.0,11.54,1.92,11.54,1.92,0.0,11.54,0.96,0.96
0.96,1.92,0.0,0.0,0.0,1.92,0.0,12.5,6.73,2.88,9.62,0.96,1.2025000000000001
1.75,0.88,0.88,0.0,0.0,5.26,1.75,11.4,0.88,1.75,20.18,0.0,0.8775
1.69,0.85,0.85,0.0,0.0,3.39,0.0,10.17,2.54,2.54,12.71,0.425,1.27
2.63,2.63,0.0,0.0,0.0,11.4,3.51,10.53,5.26,6.14,12.28,1.315,1.315
0.0,3.85,3.85,0.0,0.0,19.23,5.77,7.69,1.92,0.0,9.62,0.0,0.0
0.0,3.87,2.58,0.0,0.0,12.9,1.94,7.1,0.65,1.94,7.74,1.615,0.48750000000000004
0.0,6.0,4.0,0.0,0.0,14.0,2.0,8.0,0.0,4.0,6.0,2.0,1.0
1.64,3.28,3.28,0.0,0.0,9.84,1.64,11.48,6.56,1.64,8.2,0.0,0.82
0.87,5.22,4.35,0.0,0.0,20.87,2.61,8.7,0.87,1.74,7.83,1.305,0.435
1.65,4.13,1.65,0.0,0.0,19.83,7.44,5.79,0.83,0.83,7.44,0.0,0.4125
0.0,6.94,4.17,0.0,0.0,20.83,1.39,15.28,1.39,1.39,6.94,2.78,0.695
0.0,6.15,3.08,0.77,0.77,16.15,2.31,7.69,2.31,0.77,5.38,1.155,-0.1925
0.0,3.96,3.96,0.0,0.0,16.83,1.98,11.88,0.0,0.99,7.92,0.0,0.2475
0.76,5.34,5.34,0.0,0.0,14.5,2.29,12.98,0.0,0.76,6.11,0.0,0.19
0.74,6.62,3.68,0.0,0.0,16.91,2.21,8.82,0.74,2.94,8.09,2.21,0.0
3.77,3.77,0.0,0.0,0.0,15.09,1.89,9.43,0.0,0.0,1.89,0.945,0.0
0.0,3.17,3.17,0.0,0.0,15.87,1.59,12.7,4.76,1.59,6.35,0.0,0.3975
0.57,6.25,3.98,0.0,0.0,15.91,1.14,9.66,0.57,2.84,3.41,1.9849999999999999,0.285
0.0,3.57,3.57,0.0,0.0,12.5,1.79,8.93,0.0,1.79,10.71,0.895,0.4475
0.0,2.4,1.6,0.0,0.0,16.0,1.6,7.2,0.8,3.2,13.6,0.0,1.2
1.11,1.67,0.0,0.0,0.0,15.56,3.89,7.78,0.56,1.11,7.22,1.11,0.0
1.16,1.16,0.0,0.58,0.0,20.23,2.89,5.78,0.0,2.31,17.34,0.0,0.8675
2.61,1.96,1.31,0.0,0.0,11.11,0.65,9.15,0.0,1.31,9.8,0.325,0.3275
0.0,1.56,0.0,0.0,0.0,15.63,0.52,7.29,5.21,2.6,10.42,1.3,0.39
0.81,0.81,0.81,0.0,0.0,20.97,5.65,4.84,0.81,2.42,8.87,0.805,0.4025
1.08,1.08,1.08,0.0,0.0,14.52,5.38,6.99,1.61,2.15,11.29,0.0,0.5375
0.0,1.05,0.0,0.0,0.0,9.47,2.63,8.95,1.05,5.79,17.37,0.53,1.315
0.0,1.02,1.02,0.0,0.0,11.22,2.04,11.22,0.0,4.08,17.35,0.0,1.02
0.84,0.84,0.42,0.0,0.0,10.92,1.68,9.24,0.84,4.2,14.29,0.63,0.63
0.98,0.98,0.0,0.0,0.0,13.73,0.98,12.75,1.96,0.0,7.84,0.0,0.245
0.0,4.17,0.0,0.0,0.0,14.58,0.0,8.33,0.0,0.0,18.75,0.0,1.0425
2.87,0.48,0.48,0.0,0.0,12.92,1.91,7.66,0.48,3.83,17.7,0.24,1.0775
0.68,0.68,0.68,0.0,0.0,17.01,2.04,6.8,2.72,3.4,9.52,0.0,0.34
0.0,0.0,0.0,0.0,0.0,19.51,1.63,12.2,0.81,2.44,3.25,0.405,1.22
0.0,7.32,7.32,0.0,0.0,14.63,2.44,4.88,12.2,0.0,7.32,0.0,0.0
0.0,9.72,2.78,5.56,1.39,12.5,1.39,8.33,8.33,1.39,6.94,0.0,-1.0425
1.23,3.68,3.07,0.0,0.61,14.11,1.84,6.75,3.68,5.52,3.07,0.305,0.6125
0.0,7.59,7.59,0.0,0.0,25.32,2.53,10.13,0.0,6.33,16.46,0.0,1.5825
0.0,5.0,5.0,0.0,0.0,25.0,5.0,12.5,0.0,6.25,6.25,0.0,1.5625
0.0,6.32,6.32,0.0,0.0,17.89,3.16,5.26,3.16,4.21,8.42,0.0,0.2625
1.48,5.19,2.96,0.0,0.0,18.52,5.93,6.67,2.22,0.74,8.15,1.48,0.0
0.0,9.29,5.0,0.71,0.0,7.14,1.43,2.86,6.43,2.86,8.57,0.0,-0.5375
3.49,4.65,2.33,0.0,0.0,15.12,2.33,5.81,2.33,0.0,9.3,0.0,-0.5825
0.0,3.85,3.85,0.0,0.0,16.92,3.08,7.69,0.0,5.38,8.46,0.0,1.155
1.79,3.57,3.57,0.0,0.0,13.39,1.79,8.93,0.0,4.46,6.25,0.0,1.3375
0.83,5.79,4.96,0.0,0.0,19.83,4.13,8.26,0.0,6.61,9.92,0.0,1.6525
0.0,5.81,4.52,0.0,0.0,15.48,0.65,8.39,1.94,4.52,8.39,0.0,0.645
4.11,4.79,4.11,0.0,0.0,15.75,2.05,10.27,0.68,2.05,7.53,0.0,0.3424999999999999
3.06,3.06,3.06,0.0,0.0,14.29,0.0,10.2,0.0,0.0,4.08,0.0,0.0
4.08,1.36,1.36,0.0,0.0,19.73,2.04,10.2,6.8,2.72,6.8,0.0,1.02
2.4,2.05,0.68,0.0,0.0,12.33,3.77,5.82,6.16,2.4,11.99,0.51,0.42750000000000005
0.73,2.43,1.21,0.0,0.0,11.89,0.97,11.65,3.64,1.94,10.19,1.21,0.425
1.54,1.85,0.62,0.0,0.0,11.38,1.85,11.08,3.08,0.62,10.15,1.385,0.9225
0.9,2.69,0.3,0.0,0.3,14.37,2.69,12.57,3.59,0.3,7.49,1.8,0.6
0.63,1.56,0.94,0.0,0.0,10.31,0.94,9.69,6.56,2.81,15.63,1.095,1.5625
0.28,1.12,0.56,0.0,0.0,9.27,0.28,10.39,1.69,4.78,9.83,0.7,0.9125
1.33,1.59,0.27,0.0,0.0,13.0,4.24,9.81,4.77,1.86,11.14,0.93,1.725
0.82,2.47,0.55,0.0,0.27,13.7,2.47,7.95,6.3,2.47,9.59,0.41,1.1624999999999999
0.26,1.57,0.26,0.0,0.0,13.32,2.09,8.62,7.83,3.39,7.05,0.52,1.8275
1.42,2.27,0.57,0.0,0.0,11.65,2.84,11.08,4.55,1.7,11.65,1.705,1.065
0.8,0.8,0.8,0.0,0.0,12.06,1.07,12.6,2.68,1.61,10.72,0.0,0.805
0.0,0.61,0.0,0.0,0.0,7.93,3.05,2.44,6.71,4.27,10.37,0.61,1.5250000000000001
0.0,1.16,0.0,0.0,1.16,15.61,1.73,10.4,5.78,1.73,8.09,0.0,0.58
3.65,0.36,0.0,0.0,0.36,15.69,4.74,10.58,4.38,1.82,9.12,0.18,0.8200000000000001
0.0,7.45,2.13,1.06,0.0,15.96,5.32,8.51,12.77,1.06,4.26,1.06,-1.065
1.8,2.16,0.72,0.0,0.36,14.39,3.24,8.99,2.88,1.08,10.07,1.44,0.26999999999999996
2.53,4.11,0.63,0.95,0.0,14.24,3.16,4.75,6.33,2.85,10.13,0.315,0.23750000000000004
1.4,1.4,0.7,0.0,0.0,11.19,2.1,11.19,3.5,0.0,8.39,0.0,0.7
2.75,0.55,0.0,0.0,0.0,9.89,1.1,7.69,0.55,3.3,23.08,0.0,1.2375
1.45,1.93,0.48,0.0,0.0,17.39,2.9,9.66,1.45,3.86,15.46,0.48,0.845
0.45,3.15,0.45,0.9,0.0,16.22,3.6,5.41,8.11,0.9,9.01,0.0,0.0
2.23,6.25,0.45,1.79,0.0,12.5,1.79,7.59,5.8,1.79,8.04,0.0,-1.0025
0.54,3.26,1.09,0.0,1.09,16.85,4.35,12.5,0.54,1.09,8.15,1.9,0.4075
1.95,2.28,0.33,0.0,0.0,15.96,3.58,9.45,1.3,2.28,9.77,1.305,0.7324999999999999
1.32,1.32,0.66,0.0,0.0,13.86,2.97,8.58,0.66,0.33,8.25,0.8250000000000001,0.4125
0.85,1.28,0.43,0.0,0.0,12.39,2.56,9.83,1.71,0.43,11.54,0.64,0.32
2.42,3.46,0.69,0.0,0.35,14.53,4.15,6.92,4.15,3.11,11.07,0.175,0.43499999999999994
0.79,1.57,0.79,0.0,0.0,14.17,3.15,7.87,2.36,3.15,8.66,0.985,0.39249999999999996
2.5,4.17,4.17,0.0,0.0,14.17,4.17,12.5,1.67,0.0,10.0,0.0,0.4175
4.42,0.44,0.44,0.0,0.0,5.75,1.33,8.41,1.33,3.98,10.18,0.0,0.5525
3.4,0.38,0.38,0.0,0.0,8.68,2.26,10.57,4.53,1.51,7.92,0.375,1.0375
2.08,0.0,0.0,0.0,0.0,5.83,0.0,9.58,4.17,0.0,7.08,0.0,1.04
1.41,0.71,0.0,0.0,0.0,8.83,0.35,9.19,5.3,0.0,12.37,0.71,0.795
0.71,0.71,0.0,0.0,0.0,5.67,0.0,9.22,2.84,0.0,4.26,0.71,0.1775
0.8,1.2,0.8,0.0,0.0,16.0,3.2,9.6,1.2,0.4,10.4,0.4,0.7
0.0,2.6,0.0,0.0,0.52,14.58,0.52,13.54,1.04,2.08,11.46,2.08,0.52
0.0,0.81,0.0,0.0,0.0,11.29,2.02,7.26,3.63,4.84,8.87,0.4,1.0074999999999998
1.16,0.0,0.0,0.0,0.0,10.85,2.71,5.04,3.1,1.55,9.3,0.0,0.6799999999999999
0.0,0.0,0.0,0.0,0.0,12.0,0.44,8.0,2.67,0.0,5.78,0.0,0.6675
0.36,0.0,0.0,0.0,0.0,12.64,1.44,5.42,2.17,0.0,4.69,0.0,0.09
0.36,1.81,0.36,0.72,0.0,10.47,0.72,6.5,4.33,3.25,6.5,0.18,0.27
0.0,0.39,0.39,0.0,0.0,12.02,1.55,6.2,2.71,2.71,8.91,0.0,0.485
0.67,0.0,0.0,0.0,0.0,8.67,1.33,7.33,4.0,2.0,14.0,1.0,0.3325
0.91,4.55,4.55,0.0,0.0,10.91,0.0,9.09,4.55,7.27,10.0,0.91,2.045
0.0,4.41,2.94,0.0,0.0,1.47,0.0,8.82,2.94,4.41,13.24,1.47,0.3675
3.39,1.13,0.56,0.56,0.0,12.99,1.69,11.86,0.56,2.26,11.3,0.0,0.42499999999999993
3.63,1.55,0.0,1.04,0.0,6.74,0.52,12.95,2.59,1.04,10.88,0.0,0.645
1.8,0.9,0.0,0.0,0.0,6.31,0.0,9.91,4.05,2.25,11.71,0.45,1.5750000000000002
0.0,1.31,0.65,0.0,0.0,9.15,1.31,9.15,0.65,3.92,8.5,0.65,1.3075
0.0,1.89,0.94,0.0,0.0,12.74,0.94,11.32,0.47,6.6,9.91,0.94,1.8875
1.08,1.62,1.62,0.0,0.0,7.57,0.54,10.27,2.16,7.03,11.89,0.0,2.1625
1.99,0.66,0.66,0.0,0.0,13.91,1.32,10.6,4.64,3.31,16.56,0.0,2.815
0.49,0.49,0.49,0.0,0.0,13.11,0.49,11.17,1.46,1.46,12.14,0.0,0.48500000000000004
2.02,1.52,1.52,0.0,0.0,14.14,1.01,11.62,0.0,2.53,14.14,0.0,1.39
0.0,1.83,1.22,0.0,0.0,12.8,2.44,9.15,0.61,5.49,12.8,0.61,2.135
0.0,1.91,1.91,0.0,0.0,15.92,1.91,12.1,0.0,4.46,7.64,0.0,0.6375
0.0,2.29,1.53,0.76,0.0,15.27,1.53,12.21,3.82,5.34,6.87,0.0,2.865
0.68,2.03,2.03,0.0,0.0,12.16,2.7,8.78,0.68,5.41,10.14,0.0,1.1824999999999999
1.21,3.64,3.24,0.0,0.0,14.57,1.62,8.1,1.62,3.64,6.07,0.2,0.505
1.21,3.02,2.11,0.0,0.6,15.41,1.51,7.85,5.44,4.53,12.39,0.3,1.285
1.1,3.02,2.47,0.0,0.27,14.01,1.65,8.79,4.67,4.67,6.59,0.135,1.0299999999999998
0.31,2.19,1.88,0.0,0.0,13.75,2.19,9.38,0.94,1.56,13.75,0.0,0.5475
0.32,2.27,2.27,0.0,0.0,10.36,2.59,6.47,4.53,8.09,12.62,0.0,1.6175
0.0,1.57,1.57,0.0,0.0,15.72,2.52,5.66,5.35,5.35,10.38,0.0,1.415
0.46,3.21,2.75,0.46,0.0,13.76,1.38,6.42,5.5,6.42,10.09,0.0,1.1475
1.53,1.84,1.84,0.0,0.0,10.74,0.92,6.44,0.61,4.6,12.27,0.0,1.15
0.98,1.95,1.63,0.0,0.0,14.01,2.61,8.14,6.19,3.91,12.38,0.0,1.22
0.99,2.97,2.97,0.0,0.0,9.9,1.98,9.9,0.99,0.99,3.96,0.0,0.495
2.74,1.83,1.37,0.0,0.0,12.33,0.91,10.5,3.65,0.46,10.96,0.0,0.2275
0.0,2.66,1.33,0.0,0.0,12.96,2.99,5.65,5.32,3.65,13.29,0.66,0.9125000000000001
0.48,2.38,1.43,0.0,0.0,14.76,3.33,5.71,9.05,2.86,6.67,0.0,1.785
0.29,3.54,2.95,0.0,0.0,15.34,3.83,6.49,4.72,4.13,9.73,0.0,0.81
0.87,1.3,1.3,0.0,0.0,12.55,2.16,5.63,4.76,4.76,9.09,0.0,0.5425
0.0,2.35,1.18,0.59,0.0,20.59,4.12,4.71,11.18,0.59,7.06,0.0,0.29500000000000004
1.63,1.63,1.63,0.0,0.0,18.78,5.31,6.12,3.27,4.49,8.16,0.0,0.715
1.53,2.3,1.15,0.0,0.0,11.11,1.53,10.34,0.38,0.77,8.43,1.15,0.2875
1.57,2.36,0.79,0.0,0.79,13.78,1.57,10.24,0.39,0.0,9.84,1.18,0.0975
3.93,2.62,2.18,0.0,0.0,13.54,3.93,6.11,2.18,1.75,12.23,0.0,0.8725
1.98,1.19,0.4,0.0,0.0,9.52,0.4,8.33,3.97,1.59,8.33,0.4,0.2975
0.53,1.58,0.53,0.0,0.0,12.63,2.63,4.74,4.21,1.05,14.74,0.0,0.26500000000000007
1.8,2.7,0.0,0.0,0.9,12.61,3.15,6.31,2.7,1.8,13.06,0.45,0.11250000000000002
2.88,1.92,0.0,0.0,0.0,14.9,2.4,7.21,8.65,1.44,11.06,0.72,-0.12
1.93,1.45,0.48,0.0,0.0,16.91,0.97,9.66,0.48,0.0,13.04,0.0,0.4825
2.49,2.07,0.41,0.0,0.83,14.11,2.9,9.54,0.0,0.0,17.84,0.205,0.31
0.45,0.91,0.45,0.45,0.0,8.64,1.36,9.09,0.45,3.18,13.18,0.225,0.6825
0.43,0.86,0.86,0.0,0.0,12.45,2.58,6.44,1.29,1.72,10.3,0.0,0.3225
5.75,1.77,0.88,0.0,0.0,10.18,2.21,5.75,0.0,0.44,8.41,0.0,0.4425
1.1,1.1,0.0,0.0,0.0,10.5,1.1,8.84,1.1,0.0,12.71,0.275,0.1375
0.0,2.22,2.22,0.0,0.0,17.78,2.22,11.11,2.22,0.0,4.44,0.0,0.0
0.58,5.81,1.74,0.0,0.0,19.77,2.91,6.4,3.49,1.74,6.98,0.0,-0.29250000000000004
1.6,4.0,2.4,0.0,0.0,9.6,0.8,8.0,0.0,4.0,16.0,2.0,1.2
0.0,5.38,2.15,0.0,0.0,11.83,2.15,12.9,2.15,3.23,8.6,1.08,0.5375
0.5,3.48,1.0,0.0,0.0,15.92,3.98,3.98,8.96,3.98,6.47,1.0,0.0
0.62,1.86,1.86,0.0,0.0,26.09,5.59,6.21,6.83,1.24,4.35,0.31,0.465
0.0,6.1,1.83,0.61,0.0,21.95,8.54,7.93,3.66,1.83,4.27,0.61,0.0
1.65,3.85,2.2,0.0,0.0,18.68,2.75,12.64,4.4,0.55,6.04,0.825,0.275
1.22,3.66,1.22,0.0,0.0,19.51,3.66,12.2,4.88,0.0,9.76,1.22,0.6100000000000001
0.0,6.25,1.56,0.0,1.56,12.5,4.69,10.94,3.13,3.13,7.81,2.3449999999999998,0.7825
0.0,3.85,3.85,0.0,0.0,9.62,0.0,11.54,3.85,9.62,19.23,0.0,2.405
0.45,2.69,1.35,0.45,0.45,13.45,1.79,4.48,5.38,4.48,8.97,0.45,0.2225
0.0,8.42,4.21,1.05,0.0,12.63,4.21,1.05,12.63,4.21,9.47,0.0,0.0
0.0,4.92,4.92,0.0,0.0,18.03,2.46,7.38,3.28,3.28,10.66,0.0,0.615
0.0,5.41,2.7,0.0,0.0,27.03,8.11,10.81,0.0,2.7,5.41,4.055,0.675
1.59,2.38,2.38,0.0,0.0,16.67,3.17,9.52,0.0,3.97,11.9,0.0,1.19
0.57,1.14,0.0,0.0,0.0,11.93,1.7,10.23,1.14,1.7,11.36,1.42,0.8524999999999999
0.0,1.9,0.95,0.95,0.0,15.24,1.9,14.29,1.9,0.0,12.38,2.38,0.0
0.0,0.0,0.0,0.0,0.0,9.33,1.55,10.88,1.55,1.55,10.88,1.555,1.2974999999999999
1.47,0.74,0.74,0.0,0.0,9.56,0.74,8.09,0.74,2.21,9.56,0.0,1.2875
1.39,3.47,3.47,0.0,0.0,24.31,6.94,10.42,0.69,2.78,10.42,0.345,0.8675
1.07,1.07,0.0,0.0,0.53,17.65,4.81,8.02,6.42,5.35,8.02,0.265,1.0675
2.39,1.91,1.91,0.0,0.0,13.4,2.39,8.61,3.83,2.87,10.53,0.955,1.075
0.48,0.96,0.0,0.0,0.0,11.48,0.96,10.53,0.96,1.91,15.79,0.96,0.9575
1.56,0.0,0.0,0.0,0.0,10.94,0.0,7.81,0.0,3.13,14.06,0.0,0.39
0.52,2.59,1.04,0.52,0.0,13.47,3.63,5.7,4.15,1.04,11.92,0.0,0.13
0.0,2.94,1.47,0.0,0.0,20.1,6.37,9.8,2.45,1.96,10.29,0.0,0.735
0.0,6.15,3.91,0.0,0.0,20.11,5.59,11.17,1.68,1.12,10.61,1.955,0.14
1.32,4.39,3.51,0.0,0.88,14.91,3.95,8.77,2.19,1.32,10.53,0.0,0.3275
0.85,2.98,2.55,0.43,0.0,17.02,2.98,11.49,8.09,2.13,4.26,0.215,0.8524999999999999
2.35,1.57,1.18,0.39,0.0,15.29,0.39,11.76,0.78,5.1,9.8,0.0,1.08
3.48,1.74,0.87,0.0,0.0,15.65,4.35,13.04,0.87,0.87,9.57,0.435,0.435
1.59,2.79,1.99,0.4,0.0,20.32,1.2,13.55,3.19,3.59,11.95,0.2,1.295
0.63,1.25,0.94,0.0,0.31,15.31,2.19,9.06,3.44,5.31,12.81,0.155,1.6425
1.78,2.85,1.42,0.0,0.36,16.37,3.91,12.46,3.91,3.2,12.46,0.0,0.8900000000000001
1.54,2.63,1.54,0.22,0.22,18.64,5.92,11.18,9.87,1.54,6.36,0.11,0.9874999999999999
2.35,0.78,0.78,0.0,0.0,11.76,1.18,11.37,0.0,3.53,12.94,0.0,0.8825
1.9,0.76,0.0,0.0,0.0,12.17,2.66,11.79,0.0,1.52,14.45,0.76,0.38
2.03,0.81,0.81,0.0,0.0,12.6,2.03,9.76,0.41,2.03,16.26,0.61,0.915
0.0,2.21,2.21,0.0,0.0,17.98,2.21,10.41,3.15,1.58,6.62,0.16,0.63
1.02,3.74,2.38,0.0,0.0,15.65,2.72,11.56,2.38,1.7,10.2,0.8500000000000001,0.33999999999999997
1.08,3.76,0.54,0.0,0.54,8.6,1.08,12.9,2.15,3.23,12.9,1.885,1.4775
1.25,1.88,1.25,0.0,0.0,17.5,1.25,8.75,3.75,0.0,7.5,0.63,0.9375
0.0,1.42,0.94,0.0,0.0,13.21,3.3,7.08,1.89,0.47,12.26,0.0,1.0625
0.78,1.55,0.78,0.0,0.0,12.4,0.78,6.2,6.2,6.2,7.75,1.165,0.97
0.55,2.75,0.0,0.55,0.55,12.64,0.55,13.19,1.65,0.0,11.54,0.55,0.275
0.33,4.92,0.33,0.0,0.66,11.8,1.31,13.11,1.31,0.33,9.18,3.44,0.41000000000000003
0.29,3.24,2.06,0.29,0.0,12.68,1.77,10.91,7.37,1.77,5.31,1.475,0.7374999999999999
0.82,2.17,1.09,0.82,0.0,16.58,1.9,9.51,9.24,4.62,4.08,0.27,1.29
0.0,1.61,0.54,0.8,0.27,23.06,0.8,6.43,6.43,5.63,9.38,0.0,1.07
0.0,2.06,1.03,0.0,0.0,15.46,0.52,11.86,5.15,2.58,6.19,1.29,1.16
0.63,2.21,1.26,0.0,0.0,11.67,0.32,10.09,7.26,2.21,7.57,1.2650000000000001,0.7875
2.33,0.39,0.39,0.0,0.0,5.45,0.78,10.12,5.06,3.89,9.73,1.17,1.165
0.95,0.48,0.48,0.0,0.0,13.81,1.9,6.67,12.86,10.0,6.67,0.0,2.26
0.7,0.7,0.35,0.35,0.0,11.62,0.7,6.34,7.75,6.69,7.75,0.175,1.9375
0.41,0.0,0.0,0.0,0.0,12.2,1.63,6.5,6.91,6.91,7.72,0.0,1.6275
0.3,1.81,0.0,1.2,0.0,10.24,0.9,7.53,13.86,8.73,7.53,0.6,1.8849999999999998
0.0,0.47,0.0,0.0,0.0,15.17,2.37,10.43,7.11,5.21,9.48,0.71,0.8325
0.0,0.75,0.0,0.75,0.0,12.78,0.0,10.53,6.77,4.51,9.02,0.0,1.6949999999999998
0.0,9.38,6.25,3.13,0.0,15.63,3.13,6.25,21.88,0.0,9.38,0.0,0.0
3.16,1.58,1.58,0.0,0.0,11.05,1.58,12.63,1.58,2.63,13.68,0.0,0.79
2.04,6.12,2.04,0.0,0.68,10.2,2.04,9.52,0.0,4.08,9.52,2.04,1.02
2.5,1.5,1.0,0.0,0.0,11.5,0.5,8.5,4.0,4.0,13.0,0.0,2.0
1.03,1.55,1.55,0.0,0.0,15.98,2.58,10.31,1.03,4.12,9.79,0.515,1.29
1.93,1.45,0.97,0.0,0.0,14.49,1.45,9.18,1.45,4.35,9.66,0.0,1.2075
4.17,1.39,0.69,0.0,0.0,11.81,1.39,9.72,7.64,0.69,12.5,0.69,1.0425
0.95,2.86,2.38,0.0,0.0,16.19,4.29,7.62,0.0,5.24,9.05,0.0,1.0725
3.08,1.76,1.32,0.0,0.0,12.78,2.2,10.13,0.44,4.41,10.57,0.88,0.77
1.97,2.96,1.97,0.0,0.49,15.27,5.42,8.87,1.48,4.43,14.29,0.0,0.8625
1.0,2.0,1.5,0.0,0.0,11.0,3.5,11.0,0.5,6.5,14.5,0.25,1.25
0.52,4.12,2.58,0.0,0.52,15.98,3.09,6.7,1.03,4.12,6.19,0.52,0.7725
0.49,4.43,2.46,0.0,1.48,18.23,0.49,11.82,1.48,4.43,9.36,0.0,0.9850000000000001
0.82,0.82,0.82,0.0,0.0,11.43,1.63,10.61,2.86,2.04,15.1,0.0,0.815
1.52,3.03,1.52,0.0,0.0,13.64,6.06,6.06,1.52,1.52,15.15,0.0,0.37749999999999995
3.35,0.48,0.48,0.0,0.0,11.48,0.96,9.57,6.7,3.35,9.09,0.0,2.035
0.93,0.93,0.47,0.0,0.0,8.41,2.34,10.28,5.14,3.27,12.62,0.465,0.815
1.24,3.11,0.62,0.62,0.0,13.04,3.73,9.94,3.73,0.62,11.8,0.0,0.15499999999999997
0.96,0.48,0.48,0.0,0.0,10.1,0.96,7.21,1.44,1.44,12.5,0.24,0.6
1.35,4.5,0.45,0.0,0.0,8.56,2.25,7.21,4.95,2.7,11.71,0.45,0.0
1.41,2.35,0.94,0.0,0.0,9.86,0.94,10.33,3.76,0.47,12.68,0.94,0.94
0.43,3.43,1.72,1.29,0.0,9.01,0.0,9.01,8.58,5.58,11.59,0.0,1.2875
0.84,1.68,1.68,0.0,0.0,9.24,2.1,8.82,3.78,3.78,13.87,0.0,1.155
0.34,1.36,0.68,0.0,0.34,8.81,0.68,10.51,3.73,4.41,8.47,0.51,0.6775
1.92,1.15,0.77,0.0,0.0,7.66,1.92,8.43,4.21,3.83,13.79,0.575,1.055
0.86,3.02,2.16,0.0,0.0,9.48,3.02,3.88,3.88,6.9,11.64,0.0,1.0775
0.97,4.37,1.94,0.97,0.0,13.59,2.91,7.28,3.88,2.43,11.65,0.0,0.3650000000000001
3.57,0.4,0.4,0.0,0.0,5.16,0.4,9.52,2.38,1.19,16.27,0.0,0.595
0.0,2.65,0.88,0.0,0.0,15.04,2.65,10.62,4.42,2.65,4.42,0.0,0.22
0.55,1.64,1.64,0.0,0.0,14.75,0.55,10.38,0.55,1.64,12.02,0.275,0.6825
0.0,3.57,2.86,0.0,0.0,18.57,4.29,8.57,2.86,1.43,12.86,0.0,1.605
0.0,2.72,2.72,0.0,0.0,20.41,6.12,8.84,3.4,3.4,9.52,0.0,0.68
0.0,2.68,2.68,0.0,0.0,18.12,1.34,10.07,11.41,0.67,8.05,0.0,0.67
1.16,5.81,1.16,3.49,0.0,11.63,1.16,11.63,12.79,3.49,3.49,0.0,0.29000000000000004
0.0,5.71,0.0,0.0,0.0,8.57,0.0,20.0,2.86,2.86,0.0,0.0,0.715
1.87,1.87,1.87,0.0,0.0,14.02,5.61,10.28,7.48,0.0,8.41,0.0,0.0
1.37,1.83,0.46,0.46,0.0,12.33,2.28,8.22,6.85,3.2,6.85,0.455,0.3425
